longitude,latitude
10.834971,59.938433
-46.694739,-23.607007
106.831465,-6.216844
29.098025,40.975519
-77.455012,39.022561
5.363598,50.938288
114.119218,22.362284
1.419659,43.618886
9.606018,47.270038
37.694987,55.736661
135.491078,34.695421
1.487312,43.626642
4.038039,50.913149
149.096242,-35.245308
-74.484735,40.556905
8.539895,47.45009
115.850908,-31.952311
115.895888,-31.860071
30.330305,59.983881
-2.933413,53.408775
4.93928,52.303846
-77.48158,39.015966
18.465223,-33.970872
82.927294,55.020421
-104.97913,39.744922
4.679147,51.845913
30.284951,60.031949
4.945054,52.293351
6.086779,49.788326
2.412643,48.901133
13.010659,47.792026
139.803428,35.6567
78.378616,17.43953
73.023588,19.108213
4.77262,45.806778
-0.231872,51.567301
-80.108267,26.387989
-74.007954,40.743209
13.181343,-8.914886
11.13012,49.41013
101.655646,2.913224
-46.827255,-23.5027
30.990127,-29.783372
-115.138297,36.066019
16.353429,48.192998
4.301992,51.855278
4.958019,52.356626
144.956817,-37.817684
4.958827,52.354686
8.74346,50.1399
-46.720519,-23.65071
-123.111935,49.284697
-92.103083,46.785022
-111.888856,40.7609
-84.390928,33.755801
37.577399,55.862351
144.931061,-37.821705
153.029645,-27.465523
4.377522,51.987103
-46.696424,-23.610224
-77.531749,38.747494
5.050569,52.002407
174.696364,-36.750234
-74.156026,4.671384
55.18695,25.02618
55.186405,25.030113
55.186815,25.028007
-114.080105,51.047284
15.943893,45.803311
3.136511,50.584099
-43.217935,-22.904959
-77.463206,39.020131
-77.463564,39.021133
-96.715602,32.966309
-87.962053,41.994269
12.927828,55.574518
12.928058,55.5748
6.107186,46.16541
2.379971,48.775278
-2.310421,53.468674
-81.680462,41.501689
-74.008333,40.717664
-80.005186,40.451062
28.834332,47.021552
5.494271,51.445601
174.78177,-41.27173
24.970015,60.185146
4.496007,52.033382
-84.517262,39.102771
-95.445075,29.728119
-95.556656,29.844182
-96.99766,33.001402
-96.930465,32.991929
-97.69791,30.205925
-88.029567,41.849175
-111.882056,33.270744
114.246387,22.266444
39.875539,57.637389
19.920621,50.070834
138.574222,-34.936744
31.246959,30.145975
4.86519,45.782598
10.048753,53.550542
101.66188,2.917133
8.46174,47.405667
6.57446,46.544786
-74.008299,40.717723
174.764384,-36.854324
101.651988,2.904188
-0.101245,51.523353
4.499556,50.875242
-58.467164,-34.590248
-97.136601,49.896522
-49.350347,-25.470318
-51.184129,-30.023646
17.923317,59.282234
35.035891,-15.796113
-46.635836,-23.545988
-43.1946,-22.954737
-115.145989,36.059162
14.478692,50.083412
-74.173402,40.736844
18.016676,59.289728
151.192942,-33.911776
-121.970705,37.376259
77.207955,28.630933
-79.953097,-2.152709
26.117868,44.484488
-43.217133,-22.529901
13.389075,52.455763
3.683342,51.026812
7.528782,47.201818
144.956726,-37.819171
151.13149,-33.785263
144.956795,-37.817525
6.536082,53.238044
-74.065119,40.784501
23.359572,42.956073
8.764988,53.110922
8.770335,53.075841
10.046769,53.550969
-74.00142,40.71096
-80.192959,25.775811
-97.713716,30.198926
-88.248975,41.875948
-74.025183,40.761802
-51.190773,-30.017148
-71.21957,42.302248
-114.091989,51.043863
-122.677878,45.521436
11.588718,48.188208
73.008884,19.141133
-100.254141,20.567915
11.363497,44.508512
135.495551,34.675774
-0.112216,51.512487
16.593014,49.210343
16.603317,49.20172
-74.007703,40.726868
-3.180582,51.478187
-74.003387,40.741469
-74.173402,40.736844
6.19872,52.717249
-1.762407,53.79512
-82.995434,39.967631
130.841374,-12.455427
-121.962115,37.389466
60.583537,56.839364
60.619669,56.836636
36.237684,49.989444
24.883142,60.153815
24.8144,60.183899
11.592698,48.195477
-3.621211,40.439323
-4.474589,36.694764
4.387171,52.064706
-104.826671,39.561073
1.421353,43.619897
-77.479198,39.000821
5.338429,43.35965
-112.072042,33.452003
-123.119579,49.286981
-73.56192,45.501394
139.765922,35.688354
-104.968212,39.777353
-43.272742,-22.871261
-46.711945,-23.632951
-95.745149,29.794579
7.65169,45.038263
-111.97012,33.395544
-115.130816,36.065272
-76.235342,36.86186
-122.907473,45.548296
-80.38119,25.793016
-86.701721,36.144881
-80.041515,40.452221
-83.261226,42.448537
-84.420099,33.729369
-89.88623,35.038995
-0.014255,51.499234
23.395329,42.668521
11.92851,45.38861
-87.618342,41.85365
115.895935,-31.864402
-86.04275,39.775998
-73.570471,45.497188
-73.567788,45.50234
-81.66242,30.331403
-80.192959,25.775811
23.870251,37.871339
-80.193129,25.775869
36.896534,-1.34014
-0.094369,5.802659
-86.267657,41.667583
-73.567217,45.50255
-113.492601,53.541405
9.101999,45.477926
-98.231633,26.201918
-90.197305,38.629332
144.915458,-37.821681
9.171464,48.708257
72.926288,19.108487
80.27241,13.026469
-74.347384,40.521083
-86.170711,39.759534
-83.259651,42.469879
174.728988,-36.740554
30.510193,50.445102
6.640031,46.517316
21.008976,52.227433
23.165997,53.133716
18.029071,53.132007
18.608418,54.377818
19.024686,50.244417
19.956126,50.072088
19.452131,51.769225
20.490974,53.741309
16.930076,52.409911
17.04044,51.110238
6.473715,53.207462
175.221186,-37.736322
-77.436436,37.698641
135.491429,34.694628
-71.249495,42.528505
-84.353232,30.471969
-77.467703,37.638915
-81.604183,30.254238
-111.984927,40.720873
-104.995636,39.745636
168.314934,-17.755083
-83.238056,42.471634
-82.458383,27.949981
-3.180046,51.478416
-70.67626,-33.357991
-73.815224,41.088318
19.003115,50.253609
174.764518,-36.863902
-75.161752,39.959889
-58.664522,-34.474561
172.632978,-43.546476
174.778334,-41.280572
-43.204392,-22.910096
174.825314,-41.169595
-122.29441,47.494136
174.696796,-36.74478
17.112847,48.151421
21.242394,48.73265
-66.078878,18.416016
-96.819412,32.800748
-6.351995,53.411858
174.779137,-41.274693
135.491696,34.695664
28.140755,-25.927622
-58.379375,-34.606739
29.007279,41.079645
26.118016,44.478323
37.675157,55.720756
-104.846748,39.591303
26.10737,44.434331
13.040322,47.822732
-79.361951,43.650854
-112.098312,33.684671
-49.264947,-16.714319
35.052737,48.457303
-69.662709,18.451241
101.433812,0.514108
-71.219029,42.301316
103.790346,1.29556
-96.819412,32.800748
-0.63804,51.524335
106.824201,-6.23881
5.324426,43.460746
-97.146307,49.892296
17.897369,59.509861
14.521341,50.080497
-77.41381,39.025827
11.435879,47.265059
11.50305,47.277933
72.892742,19.113908
-86.303007,32.37803
138.605516,-34.928703
-93.254494,44.971385
23.757183,61.496478
-97.695071,30.215259
-95.424212,29.945145
-97.700668,30.207107
-74.242258,40.907217
-2.294242,53.466919
114.11861,22.367791
16.339338,48.158717
-77.244177,37.488073
103.746023,1.327759
106.824078,-6.238649
-79.412275,43.641667
-96.819412,32.800748
-96.819412,32.800748
-83.001985,40.116491
-83.001985,40.116491
-84.450172,39.316449
34.858941,32.092304
20.998078,52.184865
-0.46719,39.519555
9.111434,48.738805
-114.056326,51.04551
77.37243,28.513835
-72.575141,42.109443
-122.897906,45.547403
30.341211,59.964973
-121.958865,37.36437
4.414046,51.930144
-104.849813,39.66107
-104.8386,39.559047
-115.101272,36.248009
-122.891445,45.54845
-111.954307,40.756302
-122.917023,45.557854
72.99936,19.168001
80.248491,12.989642
-96.819412,32.800748
144.784854,-37.788296
151.053282,-33.836684
24.02408,49.859853
16.958575,52.443779
16.916251,52.411831
16.920731,52.411442
80.218906,12.84513
-51.235574,-30.030376
28.827056,40.993555
24.777861,60.203031
-111.984927,40.720873
-157.917855,21.335678
114.190485,22.397928
-79.382225,43.64678
-121.947955,37.372597
-43.204381,-22.910131
-118.384725,33.915663
8.974736,45.93245
8.917269,46.023502
30.341896,59.963075
21.122584,52.234782
-96.81955,32.800955
-96.810993,33.064858
-118.343773,34.199865
-87.618252,41.853701
-87.958015,41.99209
-89.297331,43.04802
-93.404156,44.878844
4.768444,52.286093
-77.423889,38.984122
-77.443486,38.980226
-97.041201,32.832196
-105.033374,39.550215
-118.387347,33.917744
-0.018699,51.494704
-74.024685,40.76218
-74.4569,40.554537
-74.173402,40.736844
-117.848727,33.687339
-111.976435,33.454411
-121.969739,37.371485
-121.980961,37.398632
-122.289792,47.491883
-79.754301,43.595054
-79.316434,43.839127
-123.11215,49.284756
153.03099,-27.459649
106.862581,-6.215262
98.653311,3.585095
103.858478,1.295419
104.730769,-2.949704
112.765026,-7.315093
115.183683,-8.636718
-74.004881,40.657808
-123.029619,49.259393
-4.999688,34.037123
9.206011,45.3313
-46.699025,-23.678168
-93.778109,44.624122
-49.267985,-25.435845
-97.14294,49.893607
121.016635,14.560837
-121.970216,37.374919
-77.364545,38.948974
-2.980006,53.395362
-47.154706,-22.850918
-1.469403,47.277659
8.738529,50.12082
106.832439,-6.22642
-54.585134,-25.446945
-9.146581,38.756444
-96.878307,32.837967
-121.987545,37.372036
23.745514,37.973352
2.129779,41.34862
7.207961,51.540276
4.934929,52.3377
-2.238131,53.461506
21.002384,52.15476
-69.064277,12.231573
-87.629937,41.874224
23.774063,38.072494
-111.917795,33.632423
-76.606104,39.287414
-119.76983,39.469306
-81.68395,41.506167
-74.068015,40.787662
-87.858028,41.927017
-122.34811,47.619446
-3.95252,55.834442
47.508453,-18.880804
126.886856,37.581049
-87.642825,41.871616
-21.907063,64.143824
-21.95505,64.139545
30.349414,59.914585
114.26924,22.283346
33.028513,34.684763
-104.891509,39.618102
-111.885739,33.277073
-122.336393,47.619054
-3.691058,40.49048
37.714681,55.771417
37.513331,55.886524
-71.305788,42.629897
147.304308,-42.822507
16.364963,48.178047
-121.953325,37.375823
-88.24276,41.796754
-158.086738,21.335728
-0.623736,51.522042
90.401355,23.744826
8.408124,49.012126
-1.511823,12.37367
15.272854,-4.275768
17.875185,59.390932
37.477039,55.801298
5.71513,45.16847
23.756189,61.494171
12.334859,50.478786
11.015375,49.449514
-113.956677,50.976971
-113.955766,50.992102
-95.416846,29.943168
23.259932,42.677369
23.368103,42.674247
-122.892017,45.547609
-5.948152,37.396502
-93.25458,44.971408
-83.001985,40.116491
151.1893,-33.918198
8.47312,49.02726
139.748312,35.622542
139.748312,35.622542
139.747926,35.622203
139.743937,35.708692
-121.973055,37.3761
9.031736,45.480764
-121.486335,38.646407
-87.668306,41.841895
-96.982993,32.89709
29.00499,41.067835
13.037787,55.598323
9.738366,45.050118
103.968336,1.370929
-87.63327,41.872911
-0.086892,51.524422
-57.52245,-25.337508
-51.207839,-23.284817
-74.003387,40.741469
-6.451204,53.323389
19.003115,50.253609
19.179285,47.485496
9.103571,45.476394
19.896027,50.021202
8.581712,50.126684
-1.630997,47.231428
-1.630997,47.231428
9.731737,52.404131
-61.362385,10.249623
11.573458,48.292458
31.067675,-29.726143
-21.994882,64.048923
174.765412,-36.849346
-94.567238,39.097212
-81.419829,28.427139
17.159861,48.164797
-84.517483,39.098228
-75.378107,40.675013
6.870745,51.184907
-84.391309,33.761611
-70.638764,-33.432081
-70.639285,-33.425016
-70.637041,-33.431629
-64.811639,46.084345
-51.230161,-30.028618
11.732602,48.162154
12.878032,41.481815
-46.762259,-23.523719
-46.730636,-23.645149
-38.518646,-3.753445
-38.460821,-12.979278
127.033997,37.500279
26.133118,44.470942
26.075437,44.415543
-0.202902,5.572623
-84.425712,33.733895
-70.29982,43.658074
-122.683661,45.52306
-122.897906,45.547403
4.724364,50.845244
-122.776398,45.476347
29.91304,31.192996
-74.050276,40.883258
22.865902,40.661276
25.027735,60.341501
-82.988601,39.959803
-82.995858,39.963223
10.718329,59.94362
5.331547,60.381508
10.406142,63.415675
138.593996,-34.926518
11.027557,50.972932
-122.683964,45.531851
-97.6963,30.3421
-81.693321,41.49786
-93.25458,44.971408
-90.195813,38.632728
77.349243,28.533258
77.592581,12.989871
88.390912,22.589379
32.584331,0.313513
144.777769,-37.781684
103.780347,1.443311
144.803322,13.432211
103.892998,1.337098
-123.07043,44.045988
106.824443,-6.238125
138.636154,-34.732838
138.608235,-34.968458
-84.58259,33.74424
13.318852,52.527509
8.74006,50.12162
10.00141,53.6197
-3.664977,40.48699
-0.257425,51.530547
30.493162,50.492695
114.27452,22.290779
100.651345,13.663651
8.583001,50.128105
29.175849,40.993767
-46.717466,-23.64713
114.273784,22.293569
128.000543,26.488389
30.425221,50.447913
-122.293706,47.493087
72.889297,19.114204
-106.625014,52.142463
150.856994,-34.463586
103.890225,1.335367
12.336104,41.806939
128.020567,26.517922
103.874521,1.375301
5.268793,52.364353
-96.7984,32.778287
-96.711345,32.966683
-96.813905,33.08846
-80.005186,40.451062
-111.885833,40.768519
-111.904533,40.480032
-111.905781,40.479891
21.915186,43.321724
-46.863194,-23.466119
3.397881,6.447573
-96.857362,32.807982
-96.657906,33.137525
30.312865,59.935888
-0.140295,51.515786
3.373062,6.597527
-99.255181,19.378255
-104.864707,39.587739
-1.561053,47.196473
8.639651,50.195395
39.288795,-6.813258
28.036968,-26.146144
-93.455473,41.667665
-93.455725,41.666762
-94.471237,39.159195
24.693153,59.45716
25.239697,54.723907
9.103887,45.476177
-111.952418,33.394673
100.559536,13.824855
-106.309928,31.750001
-74.013972,40.705781
-99.152562,19.628098
-99.27421,19.400262
-77.435827,39.027202
25.306727,54.63746
25.270851,54.669364
4.958827,52.354686
101.66188,2.917314
-121.954079,37.37498
4.935572,52.309485
153.0332,-27.453902
80.133915,13.060871
8.587964,50.097939
12.588295,41.909377
-77.47841,39.001795
-77.481851,39.002814
-77.483444,39.002034
-77.487214,39.003285
-77.484108,39.004182
-77.47841,39.001795
-77.459831,39.020901
-77.459125,39.020372
-77.465676,39.017522
-77.466327,39.014286
-2.971513,53.410527
-80.835538,35.221885
-74.125188,40.830886
24.707108,48.919545
30.401316,59.899711
103.701519,1.316745
8.585565,50.127174
121.022368,14.564484
121.068242,14.569766
-38.481912,-3.724437
25.120764,54.611719
35.562222,33.864976
144.875694,-37.708029
100.521613,13.905154
5.458918,51.407417
4.449031,51.875343
-3.574684,40.447968
22.670286,44.643943
12.472807,51.372686
-77.380442,38.962883
-0.08416,51.525318
6.109837,49.579747
-56.102861,-15.594931
-80.93693,35.135366
-80.766017,35.329674
-78.829017,35.84984
39.590389,-4.007737
96.129043,16.850614
8.438646,47.403303
103.860775,1.352088
114.246512,22.266098
9.16158,47.67585
-122.880416,42.332451
-106.652284,35.088555
3.588328,6.449602
-80.191391,25.945524
-68.66674,44.901994
-48.593722,-27.60075
-47.914375,-15.708703
-49.259599,-25.459035
-46.694609,-23.607136
-38.528399,-3.752937
-38.453709,-12.983643
-43.204366,-22.909934
30.317676,59.934875
-111.886948,33.27485
-38.611253,-3.830803
9.393191,0.522265
-38.539102,-3.826032
-122.293712,47.49312
-96.822079,32.958748
-96.657906,33.137525
-34.856902,-7.117382
-103.397993,20.657444
-46.811305,-23.49497
-43.221504,-22.908312
-73.632047,45.457686
-73.426622,45.56699
-44.537674,-23.003748
-34.85349,-7.117801
-51.161235,-23.313586
-95.459024,30.065987
-90.195238,38.625536
-51.129226,-29.686585
-70.57492,-33.559008
5.781152,50.928065
-47.057493,-22.904245
3.87196,43.584674
-70.848318,-33.448022
-70.655821,-33.444436
-38.458008,-3.734787
-48.519641,-27.600595
-95.36435,29.9358
-51.939992,-23.404718
5.763059,59.072683
-34.890139,-8.057746
-44.241686,-2.507399
-49.382787,-20.809693
-77.021441,-12.099418
8.428385,49.091741
8.416388,49.011213
-70.599568,-33.418421
7.020139,51.058625
-77.547069,38.778046
9.590141,45.706417
-46.717418,-23.646549
4.772861,52.282192
8.74229,50.1093
-87.640153,41.870905
-35.213605,-5.837437
10.211689,59.175563
-77.371495,38.948941
18.397755,43.857761
71.436144,51.118427
10.834971,59.938433
7.889861,58.257573
-43.178268,-22.905545
17.949268,59.40984
-119.815715,47.246308
80.593028,16.535323
77.376152,28.624843
-75.910181,45.340247
21.409796,42.004837
21.428031,41.992641
103.771729,1.462955
-114.068889,51.046944
-81.662322,30.331375
112.74282,-7.273023
103.598682,1.435272
106.832834,-6.253714
104.057849,1.130877
119.414281,-5.134783
8.478915,47.187361
-1.627098,48.124785
100.515704,13.725487
100.516202,13.86645
121.576784,25.074213
-71.30702,46.796123
-73.755405,45.486462
-97.649302,35.466482
-6.41635,53.294646
-123.103739,49.264902
18.477196,-34.037364
28.118946,-26.010556
9.447772,47.357522
-49.079004,-26.905736
-158.08691,21.334443
115.877175,-31.949601
89.650988,27.427781
121.017899,14.55664
46.64639,24.71805
37.620877,55.673646
139.766439,35.686676
106.823452,-6.237998
6.069836,50.895608
23.383323,42.673082
24.709027,59.437102
-35.736342,-9.628538
7.671782,45.088155
-84.39141,33.761505
153.03407,-27.455185
-53.808063,-29.686757
-74.052962,40.16059
-66.062245,45.271917
21.319733,46.199254
21.319003,46.174168
23.835249,44.316567
23.594142,46.757258
21.22892,45.747175
13.195175,38.157745
27.603334,47.144244
-79.521681,8.983551
-98.486791,29.429369
150.795479,-33.817341
5.037861,51.695715
5.143087,52.122761
5.932863,51.988021
20.999259,52.226759
17.925825,59.283454
17.956782,59.448549
-74.008306,40.717729
-74.573881,40.58144
8.720745,47.500881
2.218731,48.880555
-51.935422,-23.417925
80.576885,16.422679
-123.111935,49.284697
105.850707,21.018462
-76.973532,-12.094823
-87.966966,41.974047
-77.220473,38.908613
23.802314,38.039974
22.943482,40.633371
174.869687,-36.942191
4.444711,50.855455
80.255634,50.400063
100.818738,13.591247
100.622433,13.736351
100.570072,13.765529
100.550092,13.911017
-77.428691,38.934436
-111.977263,33.452061
103.871462,1.375775
-93.383825,43.633435
5.30465,50.931579
23.593616,46.771099
23.366812,42.679361
153.096127,-27.578018
-97.14578,49.893904
-46.641081,-23.580004
36.749228,-1.35008
6.327622,49.693556
-85.758047,38.245857
110.374811,1.51404
-0.634279,51.525866
-76.620065,39.291768
3.521029,50.380311
-96.657798,32.981068
-77.470655,39.019293
-77.457559,39.02489
72.998855,19.063252
4.210829,52.001194
4.209184,52.001552
-34.891558,-8.063685
14.507117,46.056976
-84.481654,33.925548
12.367818,55.667728
-74.04094,4.680663
-117.836821,33.684675
-84.581852,33.744326
-88.094656,41.802407
-96.68326,33.094894
-96.87274,32.911684
-77.453284,39.021941
30.511353,50.445421
-38.462636,-3.734736
-94.580005,39.13335
20.398723,44.811291
-0.018273,51.4946
4.399495,51.264077
73.866068,18.604032
80.278869,13.068351
80.167437,13.132032
88.392964,22.588218
78.377811,17.441478
77.725643,12.98123
77.237609,28.5414
77.240201,28.541514
77.208372,28.629954
72.831062,19.021325
115.86819,-31.95009
151.125301,-33.785125
28.278459,-26.074142
151.206146,-33.880536
151.127275,-33.780842
-48.426014,-1.362778
104.92752,11.548006
103.875089,1.376119
-9.098127,38.747404
80.55841,16.421067
23.775938,61.497788
4.888465,45.740044
115.183362,-8.636464
-79.412275,43.641667
21.01981,52.223397
39.2422,-6.7695
29.014039,41.076145
-122.247527,47.420627
23.401498,42.67572
24.775753,60.203959
20.920738,52.189965
-96.768421,33.015681
-51.204482,-30.029477
-82.943999,40.123627
-66.05873,18.43004
